Time(s),Distance(mm)
7.354612884407034,5.393422603615363
7.355612967747313,5.120072176688154
7.356613051087591,4.846721749760945
7.3576131344278695,4.4093610666774055
7.3586132177681485,4.136010639750197
7.359613301108427,3.75332004205211
7.360613384448705,3.425299529739462
7.361613467788983,2.878598675885044
7.362613551129262,2.5505781635723963
7.36361363446954,2.1132174804888564
7.364613717809818,1.7851969681762085
7.365613801150096,1.1291559435508987
7.366613884490375,0.6917952604673729
7.367613967830653,0.2544345773838472
7.3686140511709315,-0.12825602031425376
7.36961413451121,-0.6749568741686716
7.370614217851489,-1.3309978987939814
7.371614301191767,-1.823028667262946
7.372614384532045,-2.096379094190155
7.373614467872323,-2.4790696918882418
7.374614551212602,-3.0257705457426667
7.37561463455288,-3.4631312288262066
7.376614717893158,-3.7911517411388544
7.377614801233437,-4.173842338836948
7.378614884573715,-4.720543192691366
7.3796149679139935,-4.993893619618575
7.380615051254272,-5.212573961160338
7.381615134594551,-5.431254302702108
7.382615217934829,-5.649934644243878
7.383615301275107,-5.977955156556526
7.384615384615385,-6.196635498098296
7.385615467955664,-6.4153158396400585
7.386615551295942,-6.633996181181828
7.38761563463622,-6.852676522723591
7.388615717976498,-7.071356864265361
7.389615801316777,-7.290037205807131
7.3906158846570555,-7.399377376578009
7.391615967997334,-7.454047461963455
7.392616051337612,-7.672727803505218
7.393616134677891,-7.672727803505218
7.394616218018169,-7.727397888890664
7.395616301358447,-7.782067974276103
7.396616384698725,-7.891408145046988
7.397616468039004,-7.891408145046988
7.398616551379282,-7.836738059661549
7.39961663471956,-7.782067974276103
7.4006167180598394,-7.727397888890664
7.401616801400118,-7.56338763273434
7.402616884740396,-7.399377376578009
7.403616968080674,-7.180697035036246
7.404617051420953,-7.071356864265361
7.405617134761231,-6.907346608109037
7.406617218101509,-6.743336351952713
7.407617301441787,-6.579326095796382
7.408617384782066,-6.14196541271285
7.409617468122344,-5.868614985785641
7.4106175514626225,-5.595264558858432
7.411617634802901,-5.376584217316669
7.41261771814318,-5.157903875774899
7.413617801483458,-4.66587310730592
7.414617884823736,-4.392522680378711
7.415617968164014,-4.119172253451502
7.416618051504293,-3.7911517411388544
7.417618134844571,-3.2991209726698756
7.418618218184849,-3.0257705457426667
7.419618301525128,-2.588409862659134
7.420618384865406,-2.315059435731925
7.4216184682056845,-1.7683585818775072
7.422618551545963,-1.4403380695648593
7.423618634886242,-1.0029773864813194
7.42461871822652,-0.6202867887832326
7.425618801566798,-0.2922662764705706
7.426618884907076,0.30910466276927195
7.427618968247355,0.5824550896964809
7.428619051587633,0.9104756020091429
7.429619134927911,1.4025063704781076
7.430619218268189,2.0585473951034174
7.431619301608468,2.3865679074160653
7.4326193849487465,2.769258505114152
7.433619468289025,3.042608932041361
7.434619551629303,3.5893097858957788
7.435619634969582,3.917330298208441
7.43661971830986,4.245350810521089
7.437619801650138,4.4093610666774055
7.438619884990416,4.9013918351463985
7.439619968330695,5.174742262073607
7.440620051670973,5.338752518229924
7.441620135011251,5.77611320131345
7.44262021835153,6.049463628240659
7.4436203016918085,6.21347388439699
7.444620385032087,6.377484140553321
7.445620468372365,6.43215422593876
7.446620551712644,6.65083456748053
7.447620635052922,6.760174738251408
7.4486207183932,6.924184994407739
7.449620801733478,7.033525165178617
7.450620885073757,7.1428653359494945
7.451620968414035,7.197535421334948
7.452621051754313,7.1428653359494945
7.453621135094592,7.1428653359494945
7.454621218434871,7.08819525056407
7.455621301775149,7.1428653359494945
7.456621385115427,7.033525165178617
7.457621468455705,6.924184994407739
7.458621551795984,6.869514909022286
7.459621635136262,6.705504652865969
7.46062171847654,6.65083456748053
7.461621801816819,6.541494396709652
7.462621885157097,6.268143969782443
7.4636219684973755,6.049463628240659
7.464622051837654,5.885453372084342
7.465622135177933,5.612102945157133
7.466622218518211,5.284082432844485
7.467622301858489,5.065402091302715
7.468622385198767,4.9013918351463985
7.469622468539046,4.62804140821919
7.470622551879324,4.300020895906528
7.471622635219602,4.026670468979319
7.47262271855988,3.698649956666671
7.473622801900159,3.370629444354023
7.4746228852404375,2.823928590499605
7.475622968580716,2.5505781635723963
7.476623051920994,2.2225576512597343
7.477623135261273,1.9492072243325254
7.478623218601551,1.4571764558635607
7.479623301941829,1.074485858165474
7.480623385282107,0.7464653458528119
7.481623468622386,0.41844483354016404
7.482623551962664,-0.018915849543361674
7.483623635302942,-0.4562765326269016
7.484623718643221,-0.7842970449395636
7.4856238019834995,-1.1669876426376504
7.486623885323778,-1.4950081549502983
7.487623968664056,-2.041709008804716
7.488624052004335,-2.260389350346486
7.489624135344613,-2.533739777273695
7.490624218684891,-2.8617602895863428
7.491624302025169,-3.4084611434407606
7.492624385365448,-3.6818115703679695
7.493624468705726,-4.064502168066063
7.494624552046004,-4.447192765764157
7.4956246353862825,-4.775213278076805
7.4966247187265616,-4.993893619618575
7.49762480206684,-5.212573961160338
7.498624885407118,-5.431254302702108
7.499624968747396,-5.595264558858432
7.500625052087675,-5.868614985785641
7.501625135427953,-6.087295327327411
7.502625218768231,-6.3606457542546195
7.50362530210851,-6.4699859250255045
7.504625385448788,-6.633996181181828
7.5056254687890664,-6.743336351952713
7.506625552129345,-6.852676522723591
7.507625635469624,-6.907346608109037
7.508625718809902,-6.962016693494476
7.50962580215018,-6.962016693494476
7.510625885490458,-6.962016693494476
7.511625968830737,-6.907346608109037
7.512626052171015,-6.852676522723591
7.513626135511293,-6.852676522723591
7.514626218851571,-6.743336351952713
7.51562630219185,-6.688666266567267
7.5166263855321285,-6.5246560104109435
7.517626468872407,-6.4699859250255045
7.518626552212685,-6.2513055834837346
7.519626635552964,-6.087295327327411
7.520626718893242,-5.923285071171087
7.52162680223352,-5.649934644243878
7.522626885573798,-5.485924388087547
7.523626968914077,-5.212573961160338
7.524627052254355,-5.157903875774899
7.525627135594633,-4.775213278076805
7.526627218934912,-4.611203021920481
7.5276273022751905,-4.337852594993272
7.528627385615469,-4.064502168066063
7.529627468955747,-3.7911517411388544
7.530627552296026,-3.3537910580553216
7.531627635636304,-3.0257705457426667
7.532627718976582,-2.697750033430026
7.53362780231686,-2.369729521117364
7.534627885657139,-1.9870389234192771
7.535627968997417,-1.7136884964920682
7.536628052337695,-1.3309978987939814
7.5376281356779735,-0.9483073010958805
7.5386282190182525,-0.4562765326269016
7.539628302358531,-0.1829261056996927
7.540628385698809,0.14509440661295514
7.541628469039087,0.473114918925603
7.542628552379366,0.8558055166236898
7.543628635719644,1.2931661997072297
7.544628719059922,1.6211867120198917
7.545628802400201,1.8945371389471006
7.546628885740479,2.2225576512597343
7.547628969080757,2.7145884197287273
7.5486290524210355,2.9879388466559362
7.549629135761315,3.261289273583145
7.550629219101593,3.5893097858957788
7.551629302441871,3.917330298208441
7.552629385782149,4.136010639750197
7.553629469122428,4.464031152062859
7.554629552462706,4.62804140821919
7.555629635802984,4.956061920531823
7.556629719143262,5.174742262073607
7.557629802483541,5.393422603615363
7.5586298858238194,5.557432859771694
7.559629969164098,5.830783286698903
7.560630052504376,5.994793542855234
7.561630135844655,6.049463628240659
7.562630219184933,6.158803799011551
7.563630302525211,6.21347388439699
7.564630385865489,6.268143969782443
7.565630469205768,6.322814055167868
7.566630552546046,6.377484140553321
7.567630635886324,6.377484140553321
7.568630719226603,6.377484140553321
7.5696308025668815,6.268143969782443
7.57063088590716,6.268143969782443
7.571630969247438,6.21347388439699
7.572631052587717,5.994793542855234
7.573631135927995,5.994793542855234
7.574631219268273,5.885453372084342
7.575631302608551,5.666773030542572
7.57663138594883,5.557432859771694
7.577631469289108,5.338752518229924
7.578631552629386,5.120072176688154
7.5796316359696645,4.846721749760945
7.5806317193099435,4.7373815789900675
7.581631802650222,4.464031152062859
7.5826318859905,4.354690981291981
7.583631969330778,3.917330298208441
7.584632052671057,3.75332004205211
7.585632136011335,3.5893097858957788
7.586632219351613,3.261289273583145
7.587632302691892,2.823928590499605
7.58863238603217,2.5505781635723963
7.589632469372448,2.2772277366451874
7.5906325527127265,2.0585473951034174
7.5916326360530055,1.5665166266344386
7.592632719393284,1.1838260289363518
7.593632802733562,0.9104756020091429
7.59463288607384,0.5277850043110561
7.595632969414119,0.19976449199839408
7.596633052754397,-0.12825602031425376
7.597633136094675,-0.40160644724146266
7.598633219434953,-0.6202867887832326
7.599633302775232,-1.0029773864813194
7.60063338611551,-1.4403380695648593
7.6016334694557885,-1.7136884964920682
7.602633552796067,-1.9870389234192771
7.603633636136346,-2.315059435731925
7.604633719476624,-2.697750033430026
7.605633802816902,-2.916430374971789
7.60663388615718,-3.1897808018989977
7.607633969497459,-3.4631312288262066
7.608634052837737,-3.8458218265242934
7.609634136178015,-4.173842338836948
7.610634219518294,-4.337852594993272
7.6116343028585725,-4.556532936535042
7.612634386198851,-4.720543192691366
7.613634469539129,-4.993893619618575
7.614634552879408,-5.212573961160338
7.615634636219686,-5.267244046545784
7.616634719559964,-5.431254302702108
7.617634802900242,-5.595264558858432
7.618634886240521,-5.759274815014756
7.619634969580799,-5.813944900400202
7.620635052921077,-5.923285071171087
7.6216351362613555,-6.087295327327411
7.6226352196016345,-6.032625241941965
7.623635302941913,-6.087295327327411
7.624635386282191,-6.14196541271285
7.625635469622469,-6.14196541271285
7.626635552962748,-6.087295327327411
7.627635636303026,-6.087295327327411
7.628635719643304,-5.977955156556526
7.629635802983583,-5.923285071171087
7.630635886323861,-5.813944900400202
7.631635969664139,-5.649934644243878
7.6326360530044175,-5.540594473472993
7.6336361363446965,-5.321914131931223
7.634636219684975,-5.157903875774899
7.635636303025253,-5.048563705004014
7.636636386365531,-4.939223534233129
7.63763646970581,-4.66587310730592
7.638636553046088,-4.392522680378711
7.639636636386366,-4.228512424222387
7.640636719726644,-4.009832082680624
7.641636803066923,-3.8458218265242934
7.642636886407201,-3.3537910580553216
7.6436369697474795,-3.1351107165135517
7.644637053087758,-2.8617602895863428
7.645637136428037,-2.643079948044573
7.646637219768315,-2.260389350346486
7.647637303108593,-1.932368838033824
7.648637386448871,-1.659018411106615
7.64963746978915,-1.4950081549502983
7.650637553129428,-1.0029773864813194
7.651637636469706,-0.6202867887832326
7.652637719809985,-0.40160644724146266
7.653637803150263,-0.12825602031425376
7.6546378864905416,0.19976449199839408
7.65563796983082,0.6917952604673729
7.656638053171099,0.9104756020091429
7.657638136511377,1.2931661997072297
7.658638219851655,1.5118465412489996
7.659638303191933,2.0038773097179785
7.660638386532212,2.2225576512597343
7.66163846987249,2.3865679074160653
7.662638553212768,2.7145884197287273
7.6636386365530464,3.151949102812253
7.6646387198933255,3.370629444354023
7.665638803233604,3.5893097858957788
7.666638886573882,3.75332004205211
7.66763896991416,4.081340554364772
7.668639053254439,4.245350810521089
7.669639136594717,4.464031152062859
7.670639219934995,4.5187012374482975
7.671639303275274,4.682711493604614
7.672639386615552,4.9013918351463985
7.67363946995583,5.065402091302715
7.6746395532961085,5.174742262073607
7.6756396366363875,5.284082432844485
7.676639719976666,5.393422603615363
7.677639803316944,5.448092689000816
7.678639886657222,5.557432859771694
7.679639969997501,5.557432859771694
7.680640053337779,5.612102945157133
7.681640136678057,5.666773030542572
7.682640220018335,5.666773030542572
7.683640303358614,5.612102945157133
7.684640386698892,5.502762774386241
7.6856404700391705,5.448092689000816
7.686640553379449,5.393422603615363
7.687640636719728,5.338752518229924
7.688640720060006,4.956061920531823
7.689640803400284,4.9013918351463985
7.690640886740562,4.846721749760945
7.691640970080841,4.62804140821919
7.692641053421119,4.464031152062859
7.693641136761397,4.354690981291981
7.694641220101676,4.136010639750197
7.695641303441954,3.8626602128229877
7.6966413867822325,3.643979871281232
7.697641470122511,3.425299529739462
7.69864155346279,3.206619188197692
7.699641636803068,2.933268761270483
7.700641720143346,2.6052482489578352
7.701641803483624,2.3865679074160653
7.702641886823903,2.1132174804888564
7.703641970164181,1.8945371389471006
7.704642053504459,1.5118465412489996
7.705642136844737,1.2384961143217907
7.706642220185016,0.9651456873945818
7.707642303525295,0.5824550896964809
7.708642386865573,0.2544345773838472
7.709642470205851,-0.018915849543361674
7.71064255354613,-0.3469363618560237
7.711642636886408,-0.5656167033977795
7.712642720226686,-0.8936372157104415
7.713642803566965,-1.3856679841794062
7.714642886907243,-1.5496782403357372
7.715642970247521,-1.8776987526483992
7.7166430535877995,-2.041709008804716
7.7176431369280785,-2.369729521117364
7.718643220268357,-2.588409862659134
7.719643303608635,-2.916430374971789
7.720643386948913,-3.0804406311281127
7.721643470289192,-3.4084611434407606
7.72264355362947,-3.6818115703679695
7.723643636969748,-3.9004919119097394
7.724643720310026,-4.064502168066063
7.725643803650305,-4.283182509607833
7.726643886990583,-4.556532936535042
7.7276439703308615,-4.611203021920481
7.72864405367114,-4.720543192691366
7.729644137011419,-4.88455344884769
7.730644220351697,-5.048563705004014
7.731644303691975,-5.10323379038946
7.732644387032253,-5.212573961160338
7.733644470372532,-5.212573961160338
7.73464455371281,-5.321914131931223
7.735644637053088,-5.321914131931223
7.736644720393367,-5.376584217316669
7.737644803733645,-5.431254302702108
7.7386448870739235,-5.376584217316669
7.739644970414202,-5.431254302702108
7.740645053754481,-5.321914131931223
7.741645137094759,-5.267244046545784
7.742645220435037,-5.212573961160338
7.743645303775315,-5.157903875774899
7.744645387115594,-5.10323379038946
7.745645470455872,-4.993893619618575
7.74664555379615,-4.829883363462251
7.747645637136428,-4.829883363462251
7.748645720476707,-4.66587310730592
7.7496458038169855,-4.392522680378711
7.750645887157264,-4.228512424222387
7.751645970497542,-4.009832082680624
7.752646053837821,-3.7911517411388544
7.753646137178099,-3.6271414849825305
7.754646220518377,-3.2444508872844366
7.755646303858656,-3.0257705457426667
7.756646387198934,-2.8617602895863428
7.757646470539212,-2.643079948044573
7.75864655387949,-2.260389350346486
7.759646637219769,-2.041709008804716
7.760646720560048,-1.823028667262946
7.761646803900326,-1.6043483257211903
7.762646887240604,-1.2216577280230894
7.763646970580883,-0.9483073010958805
7.764647053921161,-0.6202867887832326
7.765647137261439,-0.40160644724146266
7.766647220601717,-0.1829261056996927
7.767647303941996,0.2544345773838472
7.768647387282274,0.473114918925603
7.7696474706225525,0.7464653458528119
7.770647553962831,1.0198157727800208
7.77164763730311,1.4025063704781076
7.772647720643388,1.7305268827907696
7.773647803983666,2.0038773097179785
7.774647887323944,2.2225576512597343
7.775647970664223,2.3318978220306263
7.776648054004501,2.823928590499605
7.777648137344779,2.933268761270483
7.778648220685058,3.151949102812253
7.779648304025336,3.370629444354023
7.7806483873656145,3.5893097858957788
7.781648470705893,3.8626602128229877
7.782648554046172,3.8626602128229877
7.78364863738645,4.081340554364772
7.784648720726728,4.300020895906528
7.785648804067006,4.464031152062859
7.786648887407285,4.5733713228337365
7.787648970747563,4.682711493604614
7.788649054087841,4.846721749760945
7.789649137428119,4.9013918351463985
7.790649220768398,4.956061920531823
7.7916493041086765,5.010732005917276
7.792649387448955,5.065402091302715
7.793649470789233,4.956061920531823
7.794649554129512,5.010732005917276
7.79564963746979,4.956061920531823
7.796649720810068,4.956061920531823
7.797649804150347,4.9013918351463985
7.798649887490625,4.846721749760945
7.799649970830903,4.7373815789900675
7.800650054171181,4.5733713228337365
7.80165013751146,4.5187012374482975
7.8026502208517385,4.464031152062859
7.803650304192017,4.354690981291981
7.804650387532295,4.081340554364772
7.805650470872574,3.917330298208441
7.806650554212852,3.807990127437563
7.80765063755313,3.698649956666671
7.808650720893408,3.479969615124901
7.809650804233687,3.261289273583145
7.810650887573965,3.097279017426814
7.811650970914243,2.823928590499605
7.8126510542545216,2.5505781635723963
7.813651137594801,2.2772277366451874
7.814651220935079,2.0585473951034174
7.815651304275357,1.8945371389471006
7.816651387615636,1.6211867120198917
7.817651470955914,1.2384961143217907
7.818651554296192,0.9104756020091429
7.81965163763647,0.637125175081934
7.820651720976749,0.3637747481547251
7.821651804317027,0.0904243212275162
7.8226518876573055,-0.1829261056996927
7.823651970997584,-0.4562765326269016
7.824652054337863,-0.7842970449395636
7.825652137678141,-0.8936372157104415
7.826652221018419,-1.3856679841794062
7.827652304358697,-1.7136884964920682
7.828652387698976,-1.823028667262946
7.829652471039254,-2.041709008804716
7.830652554379532,-2.315059435731925
7.83165263771981,-2.533739777273695
7.832652721060089,-2.697750033430026
7.8336528044003675,-2.916430374971789
7.834652887740646,-3.2444508872844366
7.835652971080924,-3.5178013142116455
7.836653054421203,-3.6818115703679695
7.837653137761481,-3.7364816557534155
7.838653221101759,-4.009832082680624
7.839653304442038,-4.173842338836948
7.840653387782316,-4.337852594993272
7.841653471122594,-4.447192765764157
7.842653554462872,-4.556532936535042
7.843653637803151,-4.66587310730592
7.8446537211434295,-4.775213278076805
7.845653804483708,-4.88455344884769
7.846653887823986,-4.88455344884769
7.847653971164265,-4.993893619618575
7.848654054504543,-4.993893619618575
7.849654137844821,-5.048563705004014
7.850654221185099,-5.048563705004014
7.851654304525378,-5.048563705004014
7.852654387865656,-4.939223534233129
7.853654471205934,-4.88455344884769
7.8546545545462125,-4.939223534233129
7.8556546378864915,-4.88455344884769
7.85665472122677,-4.775213278076805
7.857654804567048,-4.556532936535042
7.858654887907327,-4.556532936535042
7.859654971247605,-4.447192765764157
7.860655054587883,-4.283182509607833
7.861655137928161,-4.064502168066063
7.86265522126844,-3.9551619972951784
7.863655304608718,-3.7364816557534155
7.864655387948996,-3.6271414849825305
7.865655471289275,-3.3537910580553216
7.866655554629554,-3.0257705457426667
7.867655637969832,-2.916430374971789
7.86865572131011,-2.7524201188154507
7.869655804650388,-2.588409862659134
7.870655887990667,-2.205719264961033
7.871655971330945,-1.9870389234192771
7.872656054671223,-1.823028667262946
7.873656138011501,-1.6043483257211903
7.87465622135178,-1.2216577280230894
7.8756563046920585,-1.0029773864813194
7.876656388032337,-0.7842970449395636
7.877656471372615,-0.5109466180123547
7.878656554712894,-0.2922662764705706
7.879656638053172,0.0904243212275162
7.88065672139345,0.2544345773838472
7.881656804733729,0.41844483354016404
7.882656888074007,0.7464653458528119
7.883656971414285,1.1291559435508987
7.884657054754563,1.3478362850926828
7.885657138094842,1.6211867120198917
7.8866572214351205,1.7851969681762085
7.887657304775399,2.1132174804888564
7.888657388115677,2.3318978220306263
7.889657471455956,2.6052482489578352
7.890657554796234,2.823928590499605
7.891657638136512,2.9879388466559362
7.89265772147679,3.151949102812253
7.893657804817069,3.370629444354023
7.894657888157347,3.5893097858957788
7.895657971497625,3.75332004205211
7.8966580548379035,3.917330298208441
7.8976581381781825,4.026670468979319
7.898658221518461,4.081340554364772
7.899658304858739,4.19068072513565
7.900658388199018,4.4093610666774055
7.901658471539296,4.4093610666774055
7.902658554879574,4.4093610666774055
7.903658638219852,4.464031152062859
7.904658721560131,4.464031152062859
7.905658804900409,4.4093610666774055
7.906658888240687,4.464031152062859
7.9076589715809655,4.464031152062859
7.9086590549212445,4.464031152062859
7.909659138261523,4.464031152062859
7.910659221601801,4.4093610666774055
7.911659304942079,4.4093610666774055
7.912659388282358,4.300020895906528
7.913659471622636,4.245350810521089
7.914659554962914,4.081340554364772
7.915659638303192,3.917330298208441
7.916659721643471,3.8626602128229877
7.917659804983749,3.75332004205211
7.918659888324028,3.5893097858957788
7.919659971664306,3.425299529739462
7.920660055004585,3.206619188197692
7.921660138344863,3.097279017426814
7.922660221685141,2.823928590499605
7.92366030502542,2.7145884197287273
7.924660388365698,2.5505781635723963
7.925660471705976,2.1678875658743095
7.926660555046254,2.0038773097179785
7.927660638386533,1.7305268827907696
7.9286607217268115,1.6211867120198917
7.92966080506709,1.2931661997072297
7.930660888407368,0.9651456873945818
7.931660971747647,0.6917952604673729
7.932661055087925,0.473114918925603
7.933661138428203,0.19976449199839408
7.934661221768481,-0.07358593492881482
7.93566130510876,-0.40160644724146266
7.936661388449038,-0.6202867887832326
7.937661471789316,-0.7842970449395636
7.9386615551295945,-1.1123175572521973
7.9396616384698735,-1.3856679841794062
7.940661721810152,-1.659018411106615
7.94166180515043,-1.823028667262946
7.942661888490709,-2.096379094190155
7.943661971830987,-2.260389350346486
7.944662055171265,-2.4790696918882418
7.945662138511543,-2.643079948044573
7.946662221851822,-2.8617602895863428
7.9476623051921,-3.1351107165135517
7.948662388532378,-3.2991209726698756
7.9496624718726565,-3.4631312288262066
7.9506625552129355,-3.6818115703679695
7.951662638553214,-3.7911517411388544
7.952662721893492,-3.9004919119097394
7.95366280523377,-4.064502168066063
7.954662888574049,-4.119172253451502
7.955662971914327,-4.283182509607833
7.956663055254605,-4.392522680378711
7.957663138594883,-4.447192765764157
7.958663221935162,-4.556532936535042
7.95966330527544,-4.611203021920481
7.9606633886157185,-4.611203021920481
7.961663471955997,-4.611203021920481
7.962663555296276,-4.611203021920481
7.963663638636554,-4.611203021920481
7.964663721976832,-4.611203021920481
7.965663805317111,-4.556532936535042
7.966663888657389,-4.501862851149596
7.967663971997667,-4.392522680378711
7.968664055337945,-4.392522680378711
7.969664138678224,-4.228512424222387
7.970664222018502,-4.173842338836948
7.971664305358781,-4.119172253451502
7.972664388699059,-4.009832082680624
7.973664472039338,-3.7911517411388544
7.974664555379616,-3.6818115703679695
7.975664638719894,-3.4631312288262066
7.976664722060172,-3.3537910580553216
7.977664805400451,-3.0257705457426667
7.978664888740729,-2.916430374971789
7.979664972081007,-2.7524201188154507
7.9806650554212855,-2.643079948044573
7.9816651387615645,-2.424399606502817
7.982665222101843,-2.151049179575608
7.983665305442121,-1.9870389234192771
7.9846653887824,-1.7683585818775072
7.985665472122678,-1.659018411106615
7.986665555462956,-1.2763278134085283
7.987665638803234,-1.0576474718667725
7.988665722143513,-0.7842970449395636
7.989665805483791,-0.5656167033977795
7.990665888824069,-0.3469363618560237
7.9916659721643475,-0.018915849543361674
7.9926660555046265,0.0904243212275162
7.993666138844905,0.3637747481547251
7.994666222185183,0.5277850043110561
7.995666305525461,0.9104756020091429
7.99666638886574,1.074485858165474
7.997666472206018,1.3478362850926828
7.998666555546296,1.5665166266344386
7.999666638886574,1.8945371389471006
8.000666722226853,2.1132174804888564
8.001666805567131,2.2772277366451874
8.00266688890741,2.4412379928015184
8.003666972247688,2.7145884197287273
8.004667055587966,2.823928590499605
8.005667138928246,3.097279017426814
8.006667222268524,3.206619188197692
8.007667305608802,3.31595935896857
8.00866738894908,3.534639700510354
8.009667472289358,3.698649956666671
8.010667555629636,3.75332004205211
8.011667638969914,3.8626602128229877
8.012667722310193,3.917330298208441
8.013667805650472,3.9720003835938797
8.01466788899075,4.026670468979319
8.015667972331029,4.081340554364772
8.016668055671307,4.136010639750197
8.017668139011585,4.136010639750197
8.018668222351863,4.136010639750197
8.019668305692141,4.19068072513565
8.02066838903242,4.136010639750197
8.0216684723727,4.136010639750197
8.022668555712977,4.081340554364772
8.023668639053255,3.9720003835938797
8.024668722393534,3.917330298208441
8.025668805733812,3.8626602128229877
8.02666888907409,3.807990127437563
8.027668972414368,3.75332004205211
8.028669055754648,3.534639700510354
8.029669139094926,3.479969615124901
8.030669222435204,3.261289273583145
8.031669305775482,3.151949102812253
8.03266938911576,2.9879388466559362
8.033669472456038,2.878598675885044
8.034669555796317,2.7145884197287273
8.035669639136595,2.495908078186943
8.036669722476875,2.2772277366451874
8.037669805817153,2.1678875658743095
8.03866988915743,1.8945371389471006
8.039669972497709,1.7851969681762085
8.040670055837987,1.5118465412489996
8.041670139178265,1.2384961143217907
8.042670222518543,0.9651456873945818
8.043670305858821,0.7464653458528119
8.044670389199101,0.5824550896964809
8.04567047253938,0.19976449199839408
8.046670555879658,-0.018915849543361674
8.047670639219936,-0.1829261056996927
8.048670722560214,-0.4562765326269016
8.049670805900492,-0.7296269595541105
8.05067088924077,-0.9483073010958805
8.05167097258105,-1.2216577280230894
8.052671055921328,-1.3309978987939814
8.053671139261606,-1.6043483257211903
8.054671222601884,-1.9870389234192771
8.055671305942163,-2.096379094190155
8.05667138928244,-2.205719264961033
8.057671472622719,-2.369729521117364
8.058671555962997,-2.643079948044573
8.059671639303277,-2.807090204200904
8.060671722643555,-2.9711004603572277
8.061671805983833,-3.0804406311281127
8.062671889324111,-3.3537910580553216
8.06367197266439,-3.5178013142116455
8.064672056004667,-3.5724713995970845
8.065672139344946,-3.6818115703679695
8.066672222685224,-3.7364816557534155
8.067672306025504,-3.9004919119097394
8.068672389365782,-4.009832082680624
8.06967247270606,-4.009832082680624
8.070672556046338,-4.119172253451502
8.071672639386616,-4.228512424222387
8.072672722726894,-4.173842338836948
8.073672806067172,-4.228512424222387
8.074672889407452,-4.228512424222387
8.07567297274773,-4.228512424222387
8.076673056088008,-4.173842338836948
8.077673139428287,-4.228512424222387
8.078673222768565,-4.119172253451502
8.079673306108843,-4.119172253451502
8.080673389449121,-4.009832082680624
8.081673472789399,-3.9551619972951784
8.082673556129679,-3.9004919119097394
8.083673639469957,-3.7911517411388544
8.084673722810235,-3.6818115703679695
8.085673806150513,-3.4631312288262066
8.086673889490791,-3.3537910580553216
8.08767397283107,-3.1897808018989977
8.088674056171348,-3.0804406311281127
8.089674139511628,-2.916430374971789
8.090674222851906,-2.697750033430026
8.091674306192184,-2.588409862659134
8.092674389532462,-2.424399606502817
8.09367447287274,-2.205719264961033
8.094674556213018,-2.041709008804716
8.095674639553296,-1.8776987526483992
8.096674722893574,-1.7683585818775072
8.097674806233854,-1.4403380695648593
